Names	dates	cities	reviews	ratings	stars
AddyfromAustraliaMelb	Dined on February 5, 2024	New York City	Very nice salmon was best. Thanks food was awesome	Overall 5 Food 4 Service 4 Ambience 4	5.0
KellyL	Dined on February 4, 2024	Manchester	Absolutely beautiful food and beautiful restaurant. The vibe was chilled and the staff could not do enough for us. Would definitely visit again	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 4, 2024	New York City	As usual always amazing, great food , great vibes.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 4, 2024	New York City	Food was fantastic ! Service and recommendations was Amazing!	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 4, 2024	Fort Lauderdale	Great experience and wonderful food. Be prepare d to spend	Overall 5 Food 5 Service 5 Ambience 5	5.0
scottm	Dined on February 3, 2024	Salt Lake City	Simply amazing experience : ultra high quality food and service within an epic architectural environment	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on February 3, 2024	New York City	First time there,we will definitely return!Beautiful restaurant.	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on January 30, 2024	New York City	Lovely place with great food and ambiance . Definitely a gem !	Overall 5 Food 5 Service 5 Ambience 5	5.0
SwiftieJeff	Dined on January 28, 2024	New York City	Some lady told me she couldn’t tell me where Taylor Swift sits when she comes in. Lame	Overall 5 Food 5 Service 5 Ambience 5	5.0
TT2K	Dined on January 27, 2024	Indiana	First time dining at this location, did not disappoint! The service, food and ambience were impeccable.	Overall 4 Food 5 Service 5 Ambience 5	5.0
Sharon	Dined on January 26, 2024	New York City	Great food and local neighborhood jewel. Delicious food, beautiful building, and consistently interesting crowd.	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on January 26, 2024	New York City	Outstanding as always! Food and service were amazing! Thank you!	Overall 5 Food 5 Service 5 Ambience 5	4.7
JoshuaW	Dined on January 24, 2024	Raleigh	Food and ambience was phenomenal. Everyone was very professional and nice. Showed up 30 minutes early and they accommodated to my schedule.	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on January 24, 2024	New York City	Saw Taylor Swift and Brittany Mahomes. Cherry on top of an amazing meal. Bravo	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on January 22, 2024	New York City	Wonderful time. The food it’s amazing and the service top notch!!!! Excellent for special occasions and dates.	Overall 5 Food 5 Service 5 Ambience 5	5.0
michaellab	Dined on January 21, 2024	New York City	We got a gift card and it was am awesome experience. The jalapeno tuna and miso cod was my favorite.	Overall 5 Food 5 Service 5 Ambience 5	4.0
OpenTable Diner	Dined on January 21, 2024	New York City	Prices are a bit steep these days but good time and good food	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on January 20, 2024	Houston	The was our second time dining at Nobu NYC!  The food was delicious and the ambience was lovely! We thoroughly enjoyed our meal.	Overall 5 Food 5 Service 4 Ambience 5	5.0
Kris	Dined on January 20, 2024	New York City	The food was delicious, the atmosphere was cute and the server was wonderful.	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on January 19, 2024	New York City	Service was excellent, food was really good and I love the bar area.	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on January 18, 2024	Miami	Always a great time staff was amazing and food was phenomenal	Overall 5 Food 5 Service 5 Ambience 5	5.0
LisaA	Dined on January 15, 2024	New York City	Everything was fabulous!! The food was outstanding and the service was perfect.	Overall 5 Food 5 Service 5 Ambience 5	5.0
AlexK	Dined on January 14, 2024	West Virginia	Amazing good, amazing service. Will be absolutely be back	Overall 5 Food 5 Service 5 Ambience 5	5.0
GraysonM	Dined on January 14, 2024	Atlanta Metro	food was amazing. the atmosphere was just as good. the spicy tuna sushi roll is worth a try along with the grilled salmon with miso	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable	Dined on January 13, 2024	Vancouver	Food is amazing, servers are so sweet!	Overall 5 Food 5 Service 5 Ambience 4	5.0
Kayhay1973	Dined on January 13, 2024	Baltimore	Nobu never disappoints. The food is amazing and the staff is always very helpful with suggestions to make it a perfect dining experience	Overall 5 Food 5 Service 5 Ambience 5	4.7
Luke	Dined on January 11, 2024	San Antonio	The tiradito is a must.  But everything was great.  Highly recommend.	Overall 5 Food 5 Service 5 Ambience 5	5.0
RayF	Dined on January 8, 2024	New York City	Food and service were amazing. The bill however was quite outrageous	Overall 4 Food 5 Service 5 Ambience 4	5.0
mtwom	Dined on January 7, 2024	New York City	Never a disappointment! The food is just simply outstanding. The service is impeccable and it’s a pleasure to dine there.	Overall 5 Food 5 Service 5 Ambience 4	5.0
cheryle	Dined on January 6, 2024	Orlando	Phenomenal service and excellent food. The quality is excellent.	Overall 5 Food 5 Service 5 Ambience 5	3.0
OpenTable Diner	Dined on January 6, 2024	San Francisco	Wonderful birthday experience .  Services’s excellent , food delicious , personal friendly and accommodating .	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on January 1, 2024	Miami	The food was good but the service was below expectations	Overall 3 Food 4 Service 2 Ambience 2	5.0
SZB4	Dined on December 31, 2023	Key West	By far the BEST Nobu we’ve been rooting for and one of the best meals we had here in NYC	Overall 5 Food 5 Service 5 Ambience 5	1.0
OpenTable Diner	Dined on December 30, 2023	Cancun	Nobu never disappoints . I truly was given the five star treatment . 🥰☀️💫	Overall 5 Food 5 Service 5 Ambience 5	5.0
HeatherD	Dined on December 30, 2023	New York City	Food came before drinks, sides came before the meals, food was great!	Overall 4 Food 5 Service 3 Ambience 4	5.0
OpenTable Diner	Dined on December 30, 2023	New York City	Wonderful experience first visit exuberant and fulfilling looking forward to next time thank you.	Overall 5 Food 5 Service 5 Ambience 5	3.0
JohnD	Dined on December 29, 2023	New York City	Was good, but service was poor and is so insanely overpriced that what it is.	Overall 3 Food 5 Service 1 Ambience 4	4.0
llll	Dined on December 29, 2023	New York City	Very yummy and very good service as well as specials	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on December 29, 2023	Caribbean	Great food, ambiance, and service! We had a show and we got out of there so quickly! But you have the table for 2 hours so no need to feel rushed!	Overall 5 Food 5 Service 5 Ambience 5	3.0
billgags	Dined on December 28, 2023	New York City	Nobu never disappoints. The food and service continue to be at the highest level. Go there when you can.	Overall 5 Food 5 Service 5 Ambience 5	5.0
jackejo	Dined on December 27, 2023	New York City	Been here many times before. Would have given NOBU all 5 stars but the crying baby at the 9pm hour kind of ruined it. Great food and service.	Overall 3 Food 5 Service 5 Ambience 1	5.0
OpenTable Diner	Dined on December 27, 2023	New York City	The food was delicious with high-quality ingredients ￼	Overall 5 Food 5 Service 5 Ambience 5	5.0
CindyF	Dined on December 25, 2023	New York City	Hands down best restaurant we’ve been to. The wagu steak was melt in your mouth amazing. The service was fantastic. Truly an experience	Overall 5 Food 5 Service 5 Ambience 5	5.0
AdrianaV	Dined on December 25, 2023	New York City	very beautiful place! good food, excellent service! great experience i liked	Overall 5 Food 5 Service 5 Ambience 5	2.0
AnthonyG	Dined on December 25, 2023	New York City	Excellent!  Fantastic food and service made for an unforgettable Christmas Eve dinner.	Overall 5 Food 5 Service 5 Ambience 5	5.0
VinceP	Dined on December 24, 2023	Los Angeles	Service was really great ,food was really great  Price was very expensive	Overall 5 Food 5 Service 5 Ambience 4	5.0
PatriciaL	Dined on December 23, 2023	New York City	Outstanding service, food and cocktails.	Overall 5 Food 5 Service 5 Ambience 5	4.7
ArzuG	Dined on December 20, 2023	Washington DC	Worth every dime. Fresh, and delicious. The yellowtail tartare was phenomenal as well as the scallops with jalapeno dressing.	Overall 4 Food 5 Service 5 Ambience 3	4.7
Outstanding	Dined on December 19, 2023	Los Angeles	First time at this Nobu.  Beautiful restarant.  Amazing food as always.	Overall 5 Food 5 Service 4 Ambience 5	5.0
Brad	Dined on December 17, 2023	Nashville	food was great as always. Staff was very kind. Highly recommend	Overall 5 Food 5 Service 5 Ambience 5	4.0
KelliR	Dined on December 17, 2023	New York City	Absolutely perfect from start to finish. Always an amazing experience!	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on December 17, 2023	New York City	It was a wonderful experience. We will definitely be back.	Overall 5 Food 5 Service 5 Ambience 5	5.0
BKKKK	Dined on December 17, 2023	Northern MI	Excellent dining experience with a sophisticated and luxurious feel. I will definitely be back.	Overall 5 Food 5 Service 5 Ambience 5	5.0
AldousM	Dined on December 14, 2023	London	Amazing building but table was nearly an hour late	Overall 4 Food 4 Service 4 Ambience 5	5.0
JasonH	Dined on December 13, 2023	New York City	Great service. Food was delicious. The wait time for the reservation was accurate.	Overall 5 Food 5 Service 5 Ambience 5	5.0
MischelleA	Dined on December 12, 2023	New York City	Sat at the bar and had a great time - waiters were so wonderful	Overall 5 Food 5 Service 5 Ambience 5	4.0
JenniferA	Dined on December 10, 2023	Orlando	Great meal. Ate at the bar. As usual speed of food delivery was excellent & quality excellent. Will be back!	Overall 5 Food 5 Service 4 Ambience 4	2.0
JenniferS	Dined on December 8, 2023	Philadelphia	On the pricey side but the food is fresh and beautifully presented. Wonderful for special occasions.	Overall 5 Food 5 Service 5 Ambience 5	4.0
GuglielmoN	Dined on December 8, 2023	Washington DC	Excellant restaurant , it was superb and will always come back .	Overall 5 Food 4 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on December 5, 2023	Charleston	Amazing service and food! Our waiter had the best recommendations!	Overall 5 Food 5 Service 5 Ambience 5	3.0
FrankF	Dined on December 3, 2023	New York City	Best in town / Best Service, great food. Noisy but crazy	Overall 5 Food 5 Service 5 Ambience 5	4.7
RonB	Dined on December 3, 2023	Washington DC	Loud. Waiter was not good or helpful. Asked for check 3 times. Kept asking if we want food. Horrible experience	Overall 3 Food 4 Service 3 Ambience 2	4.0
Chubi	Dined on December 3, 2023	Des Moines	You'll be back for the food, the service, the ambiance, and just everything....again and again.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on December 2, 2023	New York City	It was a great experience! I enjoyed it. The food was good and drinks were good. I would highly recommend it.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on November 30, 2023	Greater Boston	so good the food was incredible, one of our best nobu experiences	Overall 5 Food 5 Service 5 Ambience 4	5.0
OpenTable Diner	Dined on November 30, 2023	New York City	Terrific food! Firmly on the podium for best restaurant in downtown NYC.	Overall 5 Food 5 Service 4 Ambience 5	5.0
OpenTable Diner	Dined on November 29, 2023	New York City	Food and service was great! Will definitely go back.	Overall 5 Food 5 Service 5 Ambience 5	4.7
Lianna	Dined on November 26, 2023	New York City	My reserved table was taken after I called and let them know I was running late. Then everything was mid.	Overall 2 Food 4 Service 1 Ambience 1	5.0
OpenTable Diner	Dined on November 26, 2023	New York City	Both Ribwye orders arrived cold. Roasted Cauliflower arrived Raw. Donuts were dry. We will not be going back.	Overall 1 Food 1 Service 1 Ambience 1	5.0
CynthiaM	Dined on November 25, 2023	Calgary	Fabulous! I can see why it has the reputation it does!	Overall 5 Food 5 Service 5 Ambience 5	2.0
MellessaL	Dined on November 22, 2023	New York City	Great experience. Food and ambiance was amazing. Definetly going back soon	Overall 4 Food 4 Service 4 Ambience 5	5.0
OpenTable Diner	Dined on November 21, 2023	Orange County	Beautiful dim setting. Food was great, ambience was nice.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on November 19, 2023	New York City	Nobu Downtown is always a fabulous place to dine.	Overall 5 Food 5 Service 5 Ambience 5	4.0
ChiaraL	Dined on November 17, 2023	New York City	The food was AMAZING! The service was very good.	Overall 5 Food 5 Service 5 Ambience 4	4.0
OpenTable Diner	Dined on November 13, 2023	New York City	We had a new waiter, and he was just not the best ￼	Overall 5 Food 5 Service 1 Ambience 5	5.0
OpenTable Diner	Dined on November 12, 2023	New York City	One of my favorite places in NYC. Great food, perfect ambiance, couldn’t ask for anything more.	Overall 5 Food 5 Service 5 Ambience 5	5.0
JimD	Dined on November 12, 2023	New York City	Excellent experience with excellent food and service.  I will certainly be back!	Overall 5 Food 5 Service 5 Ambience 5	5.0
MJT31	Dined on November 12, 2023	Phoenix	My first time at Nobu and it won’t be the last. The food was exquisite and delicious. The service absolutely brilliant.	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on November 12, 2023	Toronto	Unreal experience, food and service was amazing. Look forward to returning!	Overall 5 Food 5 Service 5 Ambience 5	5.0
Winter	Dined on November 11, 2023	New York City	Food was delicious, really enjoyed this experience. Will be back to enjoy more of the menu.	Overall 5 Food 5 Service 5 Ambience 5	4.7
Anne	Dined on November 11, 2023	Greater Boston	Beautiful evening all around - delicious, great vibe, a NY must-do !!	Overall 5 Food 5 Service 5 Ambience 5	4.7
OpenTable Diner	Dined on November 10, 2023	New York City	Food was amazing - this is our favorite restaurant!	Overall 5 Food 5 Service 5 Ambience 5	5.0
OpenTable Diner	Dined on November 7, 2023	Munich	Not good anymore… unfortunately! And highly overpriced!	Overall 1 Food 1 Service 2 Ambience 2	2.0
IdaG	Dined on November 5, 2023	New York City	Very unfruendly woman called to confirm appointment eventhough I confirmed it on-line	Overall 3 Food 5 Service 4 Ambience 3	3.0
OpenTable Diner	Dined on November 5, 2023	New York City	Fabulous night at Nobu downtown!  Everyone was so friendly and the food was fantastic!  Thank you making our celebration so memorable.	Overall 5 Food 5 Service 5 Ambience 5	1.0
